 Municipio,total Paro Registrado,Paro hombre edad < 25,Paro hombre edad 25 -45 ,Paro hombre edad >=45,Paro mujer edad < 25,Paro mujer edad 25 -45 ,Paro mujer edad >=45,Paro Agricultura,Paro Industria,Paro construccion,Paro Servicios,Paro Sin empleo Anterior,mes,year
San Fernando de Henares,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,03,2022
San Lorenzo de El Escorial,875.0,30.0,126.0,218.0,27.0,181.0,293.0,5.0,23.0,49.0,754.0,46.0,03,2022
San Martï¿½n de la Vega,1352.0,6.0,157.0,277.0,5.0,36.0,439.0,5.0,82.0,13.0,1010.0,10.0,03,2022
San Martï¿½n de Valdeiglesias,654.0,31.0,98.0,165.0,30.0,165.0,165.0,5.0,24.0,86.0,464.0,62.0,03,2022
San Sebastiï¿½n de los Reyes,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,03,2022
Santa Marï¿½a de la Alameda,99.0,5.0,12.0,26.0,0.0,21.0,36.0,5.0,5.0,6.0,87.0,5.0,03,2022
Santorcaz,50.0,5.0,7.0,8.0,5.0,9.0,23.0,5.0,5.0,5.0,42.0,5.0,03,2022
"Santos de la Humosa, Los",150.0,5.0,25.0,38.0,5.0,38.0,39.0,5.0,14.0,16.0,114.0,6.0,03,2022
"Serna del Monte, La",7.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,03,2022
Serranillos del Valle,239.0,6.0,20.0,47.0,11.0,62.0,93.0,5.0,19.0,21.0,182.0,17.0,03,2022
Sevilla la Nueva,447.0,19.0,61.0,97.0,11.0,92.0,167.0,5.0,24.0,28.0,366.0,26.0,03,2022
Somosierra,8.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,7.0,0.0,03,2022
Soto del Real,338.0,11.0,41.0,99.0,10.0,62.0,115.0,5.0,20.0,22.0,284.0,9.0,03,2022
Talamanca de Jarama,194.0,6.0,23.0,52.0,5.0,50.0,59.0,5.0,9.0,14.0,167.0,5.0,03,2022
Tielmes,208.0,7.0,33.0,47.0,5.0,54.0,63.0,7.0,31.0,11.0,142.0,17.0,03,2022
Titulcia,108.0,5.0,15.0,21.0,5.0,24.0,38.0,5.0,7.0,5.0,87.0,7.0,03,2022
Torrejï¿½n de Ardoz,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,03,2022
Torrejï¿½n de la Calzada,451.0,16.0,46.0,68.0,13.0,142.0,166.0,7.0,44.0,25.0,343.0,32.0,03,2022
Torrejï¿½n de Velasco,213.0,16.0,15.0,42.0,5.0,54.0,83.0,5.0,17.0,17.0,162.0,17.0,03,2022
Torrelaguna,247.0,11.0,34.0,56.0,10.0,66.0,70.0,5.0,11.0,19.0,197.0,17.0,03,2022
Torrelodones,749.0,20.0,91.0,184.0,12.0,143.0,299.0,5.0,31.0,29.0,652.0,35.0,03,2022
Torremocha de Jarama,46.0,0.0,7.0,13.0,5.0,8.0,16.0,5.0,5.0,5.0,37.0,5.0,03,2022
Torres de la Alameda,494.0,31.0,75.0,93.0,17.0,108.0,170.0,5.0,66.0,27.0,350.0,38.0,03,2022
Valdaracete,60.0,0.0,9.0,9.0,5.0,15.0,25.0,5.0,8.0,9.0,40.0,5.0,03,2022
Valdeavero,112.0,5.0,17.0,21.0,5.0,33.0,36.0,5.0,9.0,11.0,86.0,5.0,03,2022
Valdelaguna,71.0,5.0,12.0,11.0,5.0,23.0,21.0,5.0,8.0,6.0,54.0,5.0,03,2022
Valdemanco,50.0,0.0,9.0,12.0,5.0,14.0,14.0,5.0,5.0,5.0,38.0,5.0,03,2022
Valdemaqueda,67.0,5.0,10.0,16.0,5.0,13.0,20.0,5.0,5.0,9.0,51.0,5.0,03,2022
Valdemorillo,633.0,12.0,76.0,180.0,14.0,120.0,231.0,5.0,28.0,43.0,526.0,31.0,03,2022
Valdemoro,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,03,2022
Valdeolmos-Alalpardo,164.0,5.0,31.0,51.0,5.0,38.0,39.0,5.0,11.0,19.0,128.0,5.0,03,2022
Valdepiï¿½lagos,26.0,0.0,5.0,5.0,5.0,5.0,14.0,5.0,5.0,0.0,23.0,5.0,03,2022
Valdetorres de Jarama,277.0,10.0,32.0,62.0,13.0,63.0,97.0,5.0,21.0,24.0,222.0,10.0,03,2022
Valdilecha,247.0,8.0,36.0,50.0,5.0,63.0,86.0,5.0,26.0,19.0,172.0,19.0,03,2022
Valverde de Alcalï¿½,25.0,5.0,7.0,5.0,0.0,5.0,7.0,5.0,5.0,5.0,18.0,5.0,03,2022
Velilla de San Antonio,692.0,34.0,91.0,126.0,33.0,141.0,267.0,5.0,52.0,40.0,555.0,41.0,03,2022
"Vellï¿½n, El",125.0,5.0,19.0,23.0,7.0,33.0,39.0,5.0,5.0,11.0,98.0,10.0,03,2022
Venturada,92.0,5.0,10.0,29.0,5.0,16.0,32.0,5.0,8.0,5.0,75.0,7.0,03,2022
Villaconejos,261.0,6.0,35.0,48.0,10.0,76.0,86.0,5.0,12.0,21.0,198.0,12.0,03,2022
Villa del Prado,448.0,15.0,91.0,110.0,22.0,107.0,103.0,5.0,20.0,50.0,313.0,29.0,03,2022
Villalbilla,593.0,27.0,71.0,109.0,14.0,183.0,189.0,5.0,68.0,27.0,467.0,29.0,03,2022
Villamanrique de Tajo,59.0,0.0,5.0,14.0,5.0,19.0,21.0,7.0,5.0,5.0,44.0,5.0,03,2022
Villamanta,151.0,10.0,16.0,25.0,7.0,44.0,49.0,5.0,10.0,10.0,113.0,17.0,03,2022
Villamantilla,97.0,6.0,14.0,20.0,5.0,24.0,29.0,5.0,9.0,8.0,68.0,11.0,03,2022
Villanueva de la Caï¿½ada,738.0,20.0,91.0,188.0,15.0,156.0,268.0,5.0,39.0,35.0,622.0,38.0,03,2022
Villanueva del Pardillo,648.0,15.0,77.0,163.0,12.0,132.0,249.0,5.0,25.0,37.0,564.0,20.0,03,2022
Villanueva de Perales,102.0,6.0,14.0,29.0,5.0,22.0,28.0,5.0,11.0,13.0,69.0,7.0,03,2022
Villar del Olmo,136.0,7.0,19.0,34.0,5.0,30.0,42.0,5.0,13.0,15.0,100.0,7.0,03,2022
Villarejo de Salvanï¿½s,570.0,21.0,67.0,102.0,24.0,139.0,217.0,5.0,111.0,25.0,356.0,63.0,03,2022
Villaviciosa de Odï¿½n,852.0,23.0,123.0,201.0,14.0,155.0,336.0,5.0,57.0,55.0,691.0,45.0,03,2022
Villavieja del Lozoya,17.0,5.0,5.0,9.0,0.0,5.0,5.0,5.0,0.0,0.0,16.0,0.0,03,2022
Zarzalejo,132.0,10.0,12.0,37.0,5.0,25.0,46.0,5.0,5.0,7.0,109.0,12.0,03,2022
Lozoyuela-Navas-Sieteiglesias,67.0,5.0,7.0,15.0,5.0,14.0,26.0,5.0,5.0,5.0,57.0,6.0,03,2022
Puentes Viejas,30.0,0.0,7.0,9.0,0.0,5.0,10.0,5.0,0.0,5.0,24.0,0.0,03,2022
Tres Cantos,162.0,41.0,20.0,327.0,32.0,36.0,52.0,8.0,68.0,72.0,128.0,38.0,03,2022
"Acebeda, La",5.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,04,2022
Ajalvir,207.0,6.0,27.0,56.0,5.0,36.0,78.0,7.0,20.0,6.0,166.0,8.0,04,2022
Alameda del Valle,14.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,9.0,04,2022
"ï¿½lamo, El",573.0,20.0,88.0,131.0,35.0,131.0,168.0,6.0,24.0,51.0,431.0,61.0,04,2022
Alcalï¿½ de Henares,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
Alcobendas,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
Alcorcï¿½n,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
Aldea del Fresno,225.0,9.0,33.0,62.0,7.0,50.0,64.0,5.0,15.0,27.0,162.0,17.0,04,2022
Algete,873.0,29.0,109.0,191.0,29.0,167.0,348.0,5.0,86.0,59.0,689.0,36.0,04,2022
Alpedrete,682.0,19.0,87.0,179.0,23.0,121.0,253.0,5.0,37.0,40.0,556.0,46.0,04,2022
Ambite,45.0,5.0,5.0,10.0,5.0,11.0,18.0,5.0,5.0,5.0,39.0,5.0,04,2022
Anchuelo,68.0,6.0,12.0,13.0,5.0,21.0,15.0,5.0,5.0,5.0,50.0,8.0,04,2022
Aranjuez,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
Arganda del Rey,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
Arroyomolinos,1366.0,6.0,184.0,227.0,5.0,36.0,468.0,7.0,92.0,87.0,1065.0,10.0,04,2022
"Atazar, El",13.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,0.0,04,2022
Batres,84.0,5.0,7.0,18.0,0.0,22.0,32.0,5.0,8.0,5.0,65.0,6.0,04,2022
Becerril de la Sierra,278.0,6.0,32.0,83.0,10.0,49.0,98.0,5.0,9.0,24.0,223.0,18.0,04,2022
Belmonte de Tajo,114.0,5.0,17.0,14.0,5.0,42.0,34.0,5.0,10.0,5.0,93.0,5.0,04,2022
Berzosa del Lozoya,5.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0,04,2022
"Berrueco, El",36.0,0.0,6.0,9.0,0.0,8.0,13.0,5.0,5.0,5.0,27.0,5.0,04,2022
Boadilla del Monte,162.0,33.0,171.0,39.0,22.0,237.0,52.0,5.0,66.0,60.0,128.0,46.0,04,2022
"Boalo, El",369.0,6.0,45.0,83.0,8.0,83.0,144.0,5.0,17.0,21.0,316.0,13.0,04,2022
Braojos,7.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,04,2022
Brea de Tajo,50.0,5.0,5.0,12.0,5.0,9.0,23.0,5.0,5.0,0.0,40.0,5.0,04,2022
Brunete,456.0,9.0,66.0,106.0,18.0,88.0,169.0,5.0,22.0,27.0,386.0,18.0,04,2022
Buitrago del Lozoya,72.0,5.0,10.0,10.0,5.0,21.0,23.0,5.0,6.0,7.0,47.0,8.0,04,2022
Bustarviejo,155.0,7.0,16.0,47.0,7.0,33.0,45.0,6.0,5.0,5.0,133.0,8.0,04,2022
Cabanillas de la Sierra,40.0,5.0,5.0,14.0,0.0,9.0,13.0,5.0,0.0,5.0,36.0,0.0,04,2022
"Cabrera, La",167.0,5.0,28.0,51.0,5.0,32.0,46.0,5.0,9.0,18.0,135.0,5.0,04,2022
Cadalso de los Vidrios,283.0,13.0,40.0,59.0,15.0,76.0,80.0,5.0,15.0,26.0,213.0,17.0,04,2022
Camarma de Esteruelas,455.0,19.0,62.0,84.0,19.0,85.0,186.0,5.0,48.0,29.0,355.0,22.0,04,2022
Campo Real,434.0,21.0,36.0,90.0,15.0,130.0,142.0,5.0,57.0,35.0,297.0,40.0,04,2022
Canencia,26.0,5.0,5.0,10.0,5.0,5.0,9.0,5.0,5.0,5.0,22.0,5.0,04,2022
Carabaï¿½a,145.0,7.0,17.0,28.0,6.0,31.0,56.0,5.0,10.0,16.0,105.0,10.0,04,2022
Casarrubuelos,222.0,7.0,31.0,40.0,10.0,56.0,78.0,5.0,30.0,10.0,171.0,11.0,04,2022
Cenicientos,180.0,8.0,22.0,41.0,11.0,49.0,49.0,10.0,11.0,17.0,130.0,12.0,04,2022
Cercedilla,381.0,17.0,63.0,97.0,17.0,93.0,94.0,5.0,11.0,36.0,298.0,34.0,04,2022
Cervera de Buitrago,10.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,8.0,5.0,04,2022
Ciempozuelos,162.0,6.0,20.0,308.0,5.0,36.0,446.0,5.0,10.0,13.0,128.0,10.0,04,2022
Cobeï¿½a,237.0,5.0,31.0,54.0,5.0,49.0,94.0,5.0,17.0,18.0,185.0,15.0,04,2022
Colmenar del Arroyo,107.0,5.0,16.0,33.0,5.0,19.0,34.0,5.0,9.0,10.0,81.0,5.0,04,2022
Colmenar de Oreja,547.0,25.0,77.0,113.0,8.0,137.0,187.0,5.0,70.0,72.0,368.0,26.0,04,2022
Colmenarejo,474.0,9.0,86.0,117.0,13.0,93.0,156.0,5.0,15.0,46.0,392.0,16.0,04,2022
Colmenar Viejo,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
Collado Mediano,423.0,10.0,58.0,123.0,14.0,74.0,144.0,5.0,19.0,54.0,315.0,31.0,04,2022
Collado Villalba,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
Corpa,54.0,5.0,6.0,11.0,5.0,17.0,16.0,5.0,10.0,5.0,38.0,5.0,04,2022
Coslada,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
Cubas de la Sagra,257.0,10.0,31.0,45.0,12.0,67.0,92.0,5.0,27.0,16.0,200.0,13.0,04,2022
Chapinerï¿½a,145.0,5.0,19.0,37.0,6.0,27.0,53.0,5.0,11.0,10.0,115.0,8.0,04,2022
Chinchï¿½n,335.0,8.0,45.0,72.0,11.0,86.0,113.0,5.0,27.0,15.0,238.0,30.0,04,2022
Daganzo de Arriba,474.0,14.0,48.0,97.0,18.0,66.0,231.0,5.0,62.0,20.0,364.0,25.0,04,2022
"Escorial, El",728.0,29.0,97.0,198.0,14.0,140.0,250.0,5.0,24.0,59.0,587.0,54.0,04,2022
Estremera,82.0,5.0,14.0,25.0,5.0,16.0,24.0,5.0,6.0,11.0,54.0,7.0,04,2022
Fresnedillas de la Oliva,126.0,5.0,22.0,37.0,5.0,24.0,39.0,5.0,5.0,17.0,95.0,10.0,04,2022
Fresno de Torote,145.0,10.0,16.0,31.0,5.0,36.0,49.0,5.0,15.0,8.0,113.0,8.0,04,2022
Fuenlabrada,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
Fuente el Saz de Jarama,376.0,6.0,49.0,95.0,13.0,93.0,120.0,5.0,21.0,29.0,295.0,26.0,04,2022
Fuentidueï¿½a de Tajo,179.0,6.0,24.0,30.0,10.0,45.0,64.0,9.0,19.0,13.0,132.0,6.0,04,2022
Galapagar,162.0,39.0,20.0,39.0,5.0,36.0,52.0,5.0,56.0,13.0,128.0,10.0,04,2022
Garganta de los Montes,20.0,5.0,5.0,11.0,0.0,5.0,6.0,5.0,5.0,5.0,15.0,0.0,04,2022
Gargantilla del Lozoya y Pinilla de Buitrago,25.0,0.0,5.0,11.0,0.0,5.0,8.0,5.0,0.0,0.0,24.0,5.0,04,2022
Gascones,14.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,13.0,5.0,04,2022
Getafe,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
Griï¿½ï¿½n,424.0,16.0,51.0,62.0,16.0,115.0,164.0,5.0,34.0,21.0,338.0,28.0,04,2022
Guadalix de la Sierra,370.0,11.0,55.0,96.0,6.0,76.0,126.0,7.0,18.0,34.0,287.0,24.0,04,2022
Guadarrama,740.0,33.0,105.0,183.0,31.0,158.0,230.0,8.0,23.0,52.0,614.0,43.0,04,2022
"Hiruela, La",5.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,04,2022
Horcajo de la Sierra-Aoslos,8.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,04,2022
Horcajuelo de la Sierra,5.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,04,2022
Hoyo de Manzanares,316.0,8.0,49.0,87.0,11.0,48.0,113.0,5.0,12.0,20.0,262.0,18.0,04,2022
Humanes de Madrid,1234.0,6.0,175.0,188.0,5.0,36.0,401.0,5.0,115.0,77.0,923.0,10.0,04,2022
Leganï¿½s,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
Loeches,487.0,17.0,53.0,85.0,22.0,121.0,189.0,9.0,56.0,32.0,374.0,16.0,04,2022
Lozoya,30.0,5.0,5.0,7.0,5.0,6.0,11.0,5.0,5.0,5.0,22.0,5.0,04,2022
Madarcos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,04,2022
Madrid,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
Majadahonda,162.0,45.0,20.0,39.0,34.0,36.0,52.0,5.0,79.0,13.0,128.0,69.0,04,2022
Manzanares el Real,413.0,10.0,52.0,110.0,8.0,96.0,137.0,5.0,17.0,26.0,359.0,9.0,04,2022
Meco,778.0,28.0,110.0,150.0,20.0,178.0,292.0,5.0,94.0,54.0,590.0,38.0,04,2022
Mejorada del Campo,162.0,6.0,20.0,281.0,5.0,36.0,468.0,5.0,10.0,13.0,1092.0,67.0,04,2022
Miraflores de la Sierra,367.0,14.0,59.0,90.0,5.0,80.0,122.0,5.0,19.0,41.0,288.0,14.0,04,2022
"Molar, El",479.0,13.0,64.0,111.0,12.0,117.0,162.0,5.0,35.0,39.0,382.0,20.0,04,2022
"Molinos, Los",225.0,9.0,36.0,55.0,8.0,46.0,71.0,5.0,5.0,24.0,172.0,22.0,04,2022
Montejo de la Sierra,9.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,8.0,0.0,04,2022
Moraleja de Enmedio,242.0,11.0,24.0,46.0,13.0,65.0,83.0,5.0,31.0,11.0,185.0,14.0,04,2022
Moralzarzal,556.0,22.0,55.0,154.0,13.0,93.0,219.0,6.0,24.0,31.0,468.0,27.0,04,2022
Morata de Tajuï¿½a,517.0,20.0,57.0,113.0,15.0,130.0,182.0,5.0,66.0,32.0,367.0,30.0,04,2022
Mï¿½stoles,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
Navacerrada,136.0,7.0,15.0,32.0,7.0,33.0,42.0,5.0,5.0,5.0,112.0,14.0,04,2022
Navalafuente,95.0,0.0,10.0,33.0,5.0,21.0,28.0,5.0,5.0,8.0,76.0,6.0,04,2022
Navalagamella,178.0,5.0,26.0,45.0,5.0,45.0,55.0,5.0,5.0,20.0,132.0,16.0,04,2022
Navalcarnero,162.0,6.0,20.0,321.0,5.0,36.0,524.0,5.0,112.0,13.0,128.0,10.0,04,2022
Navarredonda y San Mamï¿½s,7.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,04,2022
Navas del Rey,202.0,12.0,23.0,52.0,7.0,44.0,64.0,5.0,7.0,22.0,149.0,19.0,04,2022
Nuevo Baztï¿½n,373.0,18.0,36.0,78.0,11.0,87.0,143.0,5.0,33.0,34.0,278.0,25.0,04,2022
Olmeda de las Fuentes,11.0,0.0,0.0,5.0,0.0,5.0,6.0,5.0,0.0,0.0,10.0,0.0,04,2022
Orusco de Tajuï¿½a,99.0,6.0,14.0,28.0,5.0,19.0,27.0,5.0,7.0,10.0,70.0,11.0,04,2022
Paracuellos de Jarama,822.0,24.0,95.0,166.0,13.0,209.0,315.0,5.0,53.0,46.0,672.0,29.0,04,2022
Parla,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
Patones,15.0,0.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,0.0,14.0,0.0,04,2022
Pedrezuela,291.0,6.0,49.0,65.0,5.0,72.0,94.0,5.0,27.0,20.0,225.0,14.0,04,2022
Pelayos de la Presa,245.0,8.0,38.0,60.0,14.0,48.0,77.0,5.0,10.0,28.0,181.0,22.0,04,2022
Perales de Tajuï¿½a,278.0,8.0,37.0,51.0,7.0,64.0,111.0,5.0,31.0,25.0,191.0,28.0,04,2022
Pezuela de las Torres,36.0,5.0,5.0,12.0,5.0,8.0,11.0,5.0,5.0,5.0,28.0,5.0,04,2022
Pinilla del Valle,9.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,8.0,0.0,04,2022
Pinto,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
Piï¿½uï¿½car-Gandullas,6.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,6.0,0.0,04,2022
Pozuelo de Alarcï¿½n,162.0,46.0,20.0,39.0,35.0,36.0,52.0,8.0,110.0,92.0,128.0,10.0,04,2022
Pozuelo del Rey,68.0,5.0,7.0,14.0,5.0,17.0,27.0,5.0,7.0,6.0,53.0,5.0,04,2022
Prï¿½dena del Rincï¿½n,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,04,2022
Puebla de la Sierra,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,04,2022
Quijorna,180.0,7.0,22.0,42.0,5.0,37.0,67.0,5.0,8.0,17.0,144.0,9.0,04,2022
Rascafrï¿½a,99.0,7.0,13.0,29.0,5.0,21.0,28.0,6.0,5.0,8.0,75.0,6.0,04,2022
Redueï¿½a,11.0,0.0,0.0,5.0,0.0,5.0,6.0,5.0,5.0,5.0,7.0,5.0,04,2022
Ribatejada,59.0,5.0,8.0,16.0,5.0,7.0,23.0,5.0,5.0,5.0,49.0,5.0,04,2022
Rivas-Vaciamadrid,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
Robledillo de la Jara,8.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,04,2022
Robledo de Chavela,300.0,19.0,31.0,65.0,14.0,65.0,106.0,5.0,12.0,25.0,227.0,31.0,04,2022
Robregordo,5.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,04,2022
"Rozas de Madrid, Las",162.0,33.0,20.0,39.0,5.0,36.0,52.0,10.0,96.0,13.0,128.0,10.0,04,2022
Rozas de Puerto Real,25.0,5.0,5.0,9.0,0.0,5.0,7.0,5.0,5.0,5.0,21.0,5.0,04,2022
San Agustï¿½n del Guadalix,503.0,8.0,64.0,131.0,15.0,89.0,196.0,5.0,33.0,33.0,424.0,10.0,04,2022
San Fernando de Henares,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
San Lorenzo de El Escorial,828.0,26.0,108.0,211.0,22.0,179.0,282.0,5.0,22.0,49.0,707.0,47.0,04,2022
San Martï¿½n de la Vega,1263.0,6.0,139.0,258.0,5.0,36.0,416.0,5.0,78.0,13.0,935.0,10.0,04,2022
San Martï¿½n de Valdeiglesias,635.0,22.0,98.0,156.0,23.0,167.0,169.0,5.0,29.0,85.0,438.0,65.0,04,2022
San Sebastiï¿½n de los Reyes,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
Santa Marï¿½a de la Alameda,94.0,5.0,9.0,28.0,0.0,21.0,33.0,5.0,5.0,5.0,85.0,5.0,04,2022
Santorcaz,42.0,5.0,5.0,6.0,0.0,11.0,18.0,5.0,5.0,5.0,34.0,5.0,04,2022
"Santos de la Humosa, Los",143.0,5.0,21.0,35.0,5.0,41.0,41.0,5.0,13.0,15.0,111.0,5.0,04,2022
"Serna del Monte, La",5.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,04,2022
Serranillos del Valle,237.0,9.0,23.0,52.0,8.0,52.0,93.0,5.0,21.0,21.0,179.0,16.0,04,2022
Sevilla la Nueva,449.0,18.0,64.0,94.0,10.0,94.0,169.0,5.0,27.0,25.0,370.0,25.0,04,2022
Somosierra,7.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,7.0,0.0,04,2022
Soto del Real,327.0,13.0,44.0,97.0,5.0,54.0,115.0,5.0,15.0,20.0,280.0,9.0,04,2022
Talamanca de Jarama,195.0,5.0,25.0,51.0,5.0,53.0,58.0,5.0,16.0,14.0,161.0,5.0,04,2022
Tielmes,212.0,9.0,33.0,48.0,5.0,58.0,60.0,7.0,32.0,11.0,141.0,21.0,04,2022
Titulcia,101.0,5.0,12.0,20.0,6.0,23.0,36.0,5.0,6.0,5.0,81.0,8.0,04,2022
Torrejï¿½n de Ardoz,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
Torrejï¿½n de la Calzada,442.0,14.0,42.0,64.0,15.0,135.0,172.0,9.0,43.0,23.0,338.0,29.0,04,2022
Torrejï¿½n de Velasco,197.0,10.0,15.0,42.0,5.0,48.0,79.0,5.0,17.0,17.0,149.0,14.0,04,2022
Torrelaguna,239.0,12.0,36.0,52.0,13.0,64.0,62.0,5.0,13.0,16.0,190.0,17.0,04,2022
Torrelodones,742.0,15.0,92.0,183.0,11.0,137.0,304.0,5.0,29.0,28.0,643.0,40.0,04,2022
Torremocha de Jarama,38.0,0.0,5.0,9.0,5.0,5.0,18.0,5.0,5.0,5.0,30.0,5.0,04,2022
Torres de la Alameda,489.0,41.0,73.0,86.0,18.0,111.0,160.0,5.0,64.0,21.0,346.0,44.0,04,2022
Valdaracete,54.0,0.0,5.0,9.0,5.0,14.0,25.0,5.0,7.0,6.0,39.0,5.0,04,2022
Valdeavero,99.0,5.0,14.0,20.0,0.0,27.0,36.0,5.0,9.0,10.0,73.0,5.0,04,2022
Valdelaguna,67.0,5.0,10.0,10.0,5.0,22.0,22.0,5.0,7.0,6.0,51.0,5.0,04,2022
Valdemanco,52.0,0.0,11.0,14.0,5.0,11.0,15.0,5.0,5.0,7.0,39.0,5.0,04,2022
Valdemaqueda,63.0,5.0,10.0,14.0,5.0,14.0,18.0,5.0,5.0,11.0,45.0,5.0,04,2022
Valdemorillo,614.0,10.0,76.0,178.0,16.0,113.0,221.0,5.0,25.0,45.0,508.0,31.0,04,2022
Valdemoro,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,04,2022
Valdeolmos-Alalpardo,148.0,5.0,28.0,42.0,5.0,34.0,40.0,5.0,11.0,14.0,117.0,5.0,04,2022
Valdepiï¿½lagos,27.0,5.0,5.0,5.0,5.0,5.0,12.0,5.0,5.0,0.0,24.0,5.0,04,2022
Valdetorres de Jarama,278.0,10.0,29.0,60.0,15.0,64.0,100.0,5.0,23.0,22.0,217.0,15.0,04,2022
Valdilecha,232.0,5.0,34.0,50.0,5.0,56.0,86.0,9.0,25.0,20.0,163.0,15.0,04,2022
Valverde de Alcalï¿½,23.0,5.0,5.0,5.0,0.0,5.0,7.0,5.0,5.0,5.0,18.0,0.0,04,2022
Velilla de San Antonio,700.0,33.0,96.0,123.0,32.0,148.0,268.0,5.0,57.0,40.0,559.0,40.0,04,2022
"Vellï¿½n, El",138.0,5.0,21.0,25.0,7.0,37.0,43.0,5.0,5.0,12.0,104.0,15.0,04,2022
Venturada,87.0,5.0,11.0,27.0,5.0,15.0,29.0,5.0,7.0,5.0,69.0,8.0,04,2022
Villaconejos,246.0,7.0,34.0,43.0,9.0,68.0,85.0,5.0,14.0,18.0,186.0,11.0,04,2022
Villa del Prado,443.0,17.0,80.0,109.0,21.0,111.0,105.0,5.0,21.0,52.0,309.0,29.0,04,2022
